1.018066640099960694e+02,2.786328633228311036e-01
1.819883326819612250e+02,5.185306731205409081e-01
1.197854099122546785e+02,5.405611652649449095e-01
1.025707034379899056e+02,1.364815601062450701e-01
1.202882861929791005e+02,3.885830682782182022e-01
2.185761363817784968e+02,2.784647533530310026e-01
1.959461126168119165e+02,6.509809294570851890e-01
1.187702527389012488e+02,2.309851400007193745e-01
1.017979378415319047e+02,1.562598934444002774e-01
1.035476748913760332e+02,8.528086881966688848e-01
2.051714988171406446e+02,5.509451041878602462e-01
1.107220065062108603e+02,1.623938715119896681e-01
1.641618028894739894e+02,6.781124088998718991e-01
1.581373280104401715e+02,2.267617388185331484e-01
1.139115349218013051e+02,3.002250453952187148e-01
1.618546919003298115e+02,3.347898048817580241e-01
1.564090518046902218e+02,6.572885713668759067e-01
1.021137662047189707e+02,4.714112704321213876e-01
1.165684141723463085e+02,2.720497149714716234e-01
1.937772283275068048e+02,4.574610096637260481e-01
1.189155345988641272e+02,1.967030012311655196e-01
2.371120306908858595e+02,8.341496061957800467e-01
1.030536011368892844e+02,5.531570629753564949e-01
2.054760333891200901e+02,4.776154525935417672e-01
1.676231134413730217e+02,3.516531397177692364e-01
1.018305145801630403e+02,1.345725837893009258e-01
1.783339245774096185e+02,7.019559335679784740e-01
2.303499250005099270e+02,5.346152350970544420e-01
1.123908515463948135e+02,7.137523405717605129e-01
1.740926442208312608e+02,7.323590129726295084e-01
1.599734044973488096e+02,1.577771034997041133e-01
1.277169039440904612e+02,6.277726675262780276e-01
1.413970971912725076e+02,1.426394706753976449e-01
1.019271887606240483e+02,6.480195621781605908e-01
1.734652107458126409e+02,4.546807696106118790e-01
2.044414346550479706e+02,4.743969179039688733e-01
1.223805185519046006e+02,6.288474678119675421e-01
2.261704715699798953e+02,6.519733055412895162e-01
1.256744275241348419e+02,3.106635875564510707e-01
1.441612690587695624e+02,1.091831470081398719e-01
2.356428174057471097e+02,7.170355572998121652e-01
1.463382057397525386e+02,7.529138610310796009e-01
1.339101077495109848e+02,2.117132829986366760e-01
1.100351820848914457e+02,5.624053964598728639e-01
1.564861878505610662e+02,3.725394176353594711e-01
1.109789628110265909e+02,2.857723899752532271e-01
1.221928734150684619e+02,2.589150028680837767e-01
2.039843885511700705e+02,3.171926186309445006e-01
2.259795750119809838e+02,8.814822112085544115e-01
1.166667918130546866e+02,2.723431826250892751e-01
2.343774165031222481e+02,3.851259336496769548e-01
2.381697980607520435e+02,1.147199573044930254e-01
2.350050044118572430e+02,5.934322156760113431e-01
1.484551856872138558e+02,2.843243102248675935e-01
1.278979379161136194e+02,6.938813888526796925e-01
1.019290511268902009e+02,5.674001667159092044e-01
2.067954947271690003e+02,4.360828436718056089e-01
1.497205207137527054e+02,6.674022657558896787e-01
1.075217838133142720e+02,8.776364207226955427e-01
1.999227985102887146e+02,7.480312941258225878e-01
1.339753014118432759e+02,4.445241437293491193e-01
2.094416956689068741e+02,8.661828798491606474e-01
1.836483655305227671e+02,1.382064808839167103e-01
1.084235945884225174e+02,6.862254407133506762e-01
1.424400224495780378e+02,6.405331594251156835e-01
1.035089625036303858e+02,5.216041342353248123e-01
1.728909363734346698e+02,5.535899614979041816e-01
1.536038545187477951e+02,6.783561993977127447e-01
1.714973189372196316e+02,6.460826801322102630e-01
1.092013020146516027e+02,7.362501440794316787e-01
1.964712587056999382e+02,1.902764177614350294e-01
1.582899573983022492e+02,2.593301057370966944e-01
1.940669442710879764e+02,6.770553831782029075e-01
1.135090342362010603e+02,4.150938579862656352e-01
2.353639248841205358e+02,3.713483224942558669e-01
1.821445350559932592e+02,2.227565488572968988e-01
1.389375903307141016e+02,1.804592116889748299e-01
2.089239371931929270e+02,4.257976854840621606e-01
1.299018017474153055e+02,5.663323715732030417e-01
1.613917245941392196e+02,6.925764167693448936e-01
1.028707900433407332e+02,7.962886734205509853e-01
1.571436386252741499e+02,8.732209283221423757e-01
1.657628056257505023e+02,4.644518842817734194e-01
1.018608075275335381e+02,4.203383992573465067e-01
1.055490614212080800e+02,3.391517047707293675e-01
1.026167428965798365e+02,7.626880533944947471e-01
1.026115576446347291e+02,8.278729359926046971e-01
2.243382401680985083e+02,7.129093402010360236e-01
1.443906107614560028e+02,1.546518274511400337e-01
1.559463775518023283e+02,5.848212159806506216e-01
1.139241624261902359e+02,8.513729059427028734e-01
1.275484176216056085e+02,1.817141261960539822e-01
1.094937986477662690e+02,8.820316131519617686e-01
1.075966791582853830e+02,3.853509794995918503e-01
1.019444059543961885e+02,6.233497346712482123e-01
1.135961568910278743e+02,1.982285650241562003e-01
1.361837936039117380e+02,8.690817547308655744e-01
1.465041552403648950e+02,6.209451417372926496e-01
1.065495424301271754e+02,8.493422479154589810e-01
1.968996578878243895e+02,8.270618442195272202e-01
